value,source,target,sex,year
.6148066,"Unintentional suffocation","Dislocation of shoulder","female",1990
.8196128,"Unintentional suffocation","Contusion","female",1990
.1058833,"Unintentional suffocation","Injured nerves","female",1990
.0002176,"Unintentional suffocation","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands","female",1990
.2831064,"Unintentional suffocation","Dislocation of hip","female",1990
.0681251,"Unintentional suffocation","Amputation of finger (excluding thumb)","female",1990
.873033,"Unintentional suffocation","Moderate to severe traumatic brain injury","female",1990
29.21812,"Unintentional suffocation","Open wound","female",1990
.0548569,"Unintentional suffocation","Non-fatal submersion","female",1990
7.387513,"Unintentional suffocation","Fracture of hand bone","female",1990
.2396847,"Unintentional suffocation","Environmental factors (e.g. temperature, pressure, electricity)","female",1990
2.681111,"Unintentional suffocation","Spinal cord lesion at neck level","female",1990
.0641909,"Unintentional suffocation","Fracture of foot bone","female",1990
1.546968,"Unintentional suffocation","Complications of medical treatment","female",1990
.5055816,"Unintentional suffocation","Internal hemorrhage in abdomen or pelvis","female",1990
.144394,"Unintentional suffocation","Minor traumatic brain injury","female",1990
.0708307,"Unintentional suffocation","Burns with <20% total burned surface area","female",1990
.0063063,"Unintentional suffocation","Fracture of face bone","female",1990
.4391463,"Unintentional suffocation","Fracture of femur, other than femoral neck","female",1990
.3799609,"Unintentional suffocation","Fracture of pelvis","female",1990
.0110285,"Unintentional suffocation","Fracture of clavicle, scapula, or humerus","female",1990
.0332202,"Unintentional suffocation","Fracture of sternum or rib(s)","female",1990
.8215042,"Unintentional suffocation","Fracture of skull","female",1990
1.276115,"Unintentional suffocation","Fracture of radius or ulna","female",1990
.0687639,"Unintentional suffocation","Crush injury","female",1990
.0001008,"Unintentional suffocation","Multiple significant injuries","female",1990
21.39064,"Unintentional suffocation","Spinal cord lesion below neck level","female",1990
.000128,"Unintentional suffocation","Dislocation of knee","female",1990
3.376513,"Unintentional suffocation","Poisoning","female",1990
.2010654,"Unintentional suffocation","Severe chest Injury","female",1990
8.057842,"Unintentional suffocation","Fracture of neck of femur","female",1990
3.557913,"Unintentional suffocation","Fracture of vertebral column","female",1990
.0559962,"Unintentional suffocation","Other injuries of muscle & tendon and other dislocations","female",1990
5332.278,"Adverse effects of medical treatment","Complications of medical treatment","female",1990
9.207397,"Other unintentional injuries","Minor traumatic brain injury","female",1990
.6473701,"Other unintentional injuries","Fracture of face bone","female",1990
8.929469,"Other unintentional injuries","Dislocation of shoulder","female",1990
240.2338,"Other unintentional injuries","Poisoning","female",1990
9.146397,"Other unintentional injuries","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands","female",1990
5.90138,"Other unintentional injuries","Environmental factors (e.g. temperature, pressure, electricity)","female",1990
10.1431,"Other unintentional injuries","Other injuries of muscle & tendon and other dislocations","female",1990
178.88,"Other unintentional injuries","Fracture of neck of femur","female",1990
3.973353,"Other unintentional injuries","Fracture of sternum or rib(s)","female",1990
41.60145,"Other unintentional injuries","Fracture of pelvis","female",1990
2.427824,"Other unintentional injuries","Dislocation of knee","female",1990
9.710254,"Other unintentional injuries","Spinal cord lesion at neck level","female",1990
.1778249,"Other unintentional injuries","Non-fatal submersion","female",1990
6.182709,"Other unintentional injuries","Spinal cord lesion below neck level","female",1990
13.14036,"Other unintentional injuries","Burns with <20% total burned surface area","female",1990
14.9605,"Other unintentional injuries","Dislocation of hip","female",1990
2.1755,"Other unintentional injuries","Injury to eyes (including foreign body eye)","female",1990
26.67757,"Other unintentional injuries","Multiple significant injuries","female",1990
26.88164,"Other unintentional injuries","Fracture of femur, other than femoral neck","female",1990
371.0355,"Other unintentional injuries","Fracture of patella, tibia, fibula, or ankle","female",1990
1.298493,"Other unintentional injuries","Fracture of clavicle, scapula, or humerus","female",1990
71.6845,"Other unintentional injuries","Fracture of hand bone","female",1990
7.443872,"Other unintentional injuries","Injured nerves","female",1990
7.381356,"Other unintentional injuries","Fracture of skull","female",1990
43.6301,"Other unintentional injuries","Complications of medical treatment","female",1990
15.84317,"Other unintentional injuries","Fracture of foot bone","female",1990
54.61854,"Other unintentional injuries","Internal hemorrhage in abdomen or pelvis","female",1990
2.062194,"Other unintentional injuries","Crush injury","female",1990
17.72152,"Other unintentional injuries","Moderate to severe traumatic brain injury","female",1990
7.141849,"Other unintentional injuries","Severe chest Injury","female",1990
56.39519,"Other unintentional injuries","Contusion","female",1990
25.2258,"Other unintentional injuries","Fracture of radius or ulna","female",1990
141.962,"Other unintentional injuries","Open wound","female",1990
457.8136,"Other unintentional injuries","Fracture of vertebral column","female",1990
.3922947,"Other unintentional injuries","Amputation of finger (excluding thumb)","female",1990
.9012167,"Poisonings","Burns with <20% total burned surface area","female",1990
.1032449,"Poisonings","Fracture of radius or ulna","female",1990
.0100588,"Poisonings","Non-fatal submersion","female",1990
2.278113,"Poisonings","Fracture of neck of femur","female",1990
.0776687,"Poisonings","Injured nerves","female",1990
.1901941,"Poisonings","Minor traumatic brain injury","female",1990
.0381021,"Poisonings","Dislocation of knee","female",1990
3.449227,"Poisonings","Complications of medical treatment","female",1990
.2067361,"Poisonings","Contusion","female",1990
.0175,"Poisonings","Dislocation of hip","female",1990
.2154768,"Poisonings","Spinal cord lesion below neck level","female",1990
.0097079,"Poisonings","Crush injury","female",1990
.0432082,"Poisonings","Severe chest Injury","female",1990
1.040562,"Poisonings","Multiple significant injuries","female",1990
.060657,"Poisonings","Fracture of hand bone","female",1990
.0557375,"Poisonings","Fracture of clavicle, scapula, or humerus","female",1990
.3722739,"Poisonings","Moderate to severe traumatic brain injury","female",1990
.5605127,"Poisonings","Environmental factors (e.g. temperature, pressure, electricity)","female",1990
.4273231,"Poisonings","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands","female",1990
.0279555,"Poisonings","Injury to eyes (including foreign body eye)","female",1990
.2946175,"Poisonings","Spinal cord lesion at neck level","female",1990
1.548394,"Poisonings","Dislocation of shoulder","female",1990
.0073543,"Poisonings","Fracture of sternum or rib(s)","female",1990
.0599715,"Poisonings","Fracture of skull","female",1990
.1522254,"Poisonings","Fracture of foot bone","female",1990
358.4235,"Poisonings","Poisoning","female",1990
.420399,"Poisonings","Open wound","female",1990
.2798452,"Poisonings","Fracture of pelvis","female",1990
2.390011,"Poisonings","Fracture of patella, tibia, fibula, or ankle","female",1990
.3738835,"Poisonings","Fracture of vertebral column","female",1990
.2115016,"Poisonings","Other injuries of muscle & tendon and other dislocations","female",1990
.2667819,"Poisonings","Fracture of femur, other than femoral neck","female",1990
1.873934,"Poisonings","Internal hemorrhage in abdomen or pelvis","female",1990
.0147902,"Poisonings","Fracture of face bone","female",1990
.1854674,"Self-harm","Crush injury","female",1990
1.151416,"Self-harm","Fracture of femur, other than femoral neck","female",1990
8.279991,"Self-harm","Open wound","female",1990
3.968969,"Self-harm","Fracture of patella, tibia, fibula, or ankle","female",1990
1.984914,"Self-harm","Spinal cord lesion below neck level","female",1990
1.237805,"Self-harm","Fracture of vertebral column","female",1990
1.402616,"Self-harm","Spinal cord lesion at neck level","female",1990
.5629226,"Self-harm","Fracture of foot bone","female",1990
.1561895,"Self-harm","Injury to eyes (including foreign body eye)","female",1990
.0848852,"Self-harm","Non-fatal submersion","female",1990
.1062648,"Self-harm","Severe chest Injury","female",1990
1.354664,"Self-harm","Burns with <20% total burned surface area","female",1990
.636168,"Self-harm","Fracture of pelvis","female",1990
6.866429,"Self-harm","Multiple significant injuries","female",1990
.0709203,"Self-harm","Dislocation of hip","female",1990
1.053981,"Self-harm","Environmental factors (e.g. temperature, pressure, electricity)","female",1990
1.223325,"Self-harm","Moderate to severe traumatic brain injury","female",1990
.3408438,"Self-harm","Minor traumatic brain injury","female",1990
11.00999,"Self-harm","Complications of medical treatment","female",1990
2.826924,"Self-harm","Fracture of neck of femur","female",1990
.123947,"Self-harm","Fracture of skull","female",1990
.0190202,"Self-harm","Dislocation of knee","female",1990
.0823113,"Self-harm","Fracture of clavicle, scapula, or humerus","female",1990
1.501325,"Self-harm","Internal hemorrhage in abdomen or pelvis","female",1990
.0413792,"Self-harm","Fracture of face bone","female",1990
3.523183,"Self-harm","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands","female",1990
1.364311,"Self-harm","Other injuries of muscle & tendon and other dislocations","female",1990
137.6865,"Self-harm","Poisoning","female",1990
1.330957,"Self-harm","Injured nerves","female",1990
.5727435,"Self-harm","Dislocation of shoulder","female",1990
.492333,"Self-harm","Fracture of hand bone","female",1990
.5756778,"Self-harm","Contusion","female",1990
